year,round_number,total_matches,matches_without_changes,matches_with_one_change,matches_with_multiple_changes,unknown_results,malformed_matches,total_snapshots
2023,110,69,47,20,2,0,0,93
2023,111,100,78,21,1,0,0,123
2023,112,9,5,3,1,0,0,14
2023,113,40,29,10,1,0,0,52
2023,114,94,75,15,4,0,0,121
2023,115,28,21,5,2,0,0,37
2023,116,59,47,11,1,0,0,72
2023,117,89,67,16,6,0,0,117
2023,118,1,0,0,1,0,0,4
2023,119,23,13,7,3,0,0,37
2023,120,42,30,7,5,0,0,60
2023,121,26,19,3,4,0,0,38
2023,122,9,7,2,0,0,0,11
2023,123,94,71,22,1,0,0,118
2023,124,25,19,3,3,0,0,34
2023,125,47,32,12,3,0,0,65
2023,126,85,63,18,4,0,0,114
2023,127,10,3,6,1,0,0,18
2023,128,12,3,7,2,0,0,23
2023,129,65,39,22,4,0,0,95
2023,130,26,22,1,3,0,0,33
2023,131,49,44,3,2,0,0,56
2023,132,86,69,16,1,0,0,104
2023,133,0,0,0,0,0,0,0
2023,134,28,23,5,0,0,0,33
2023,135,26,16,6,4,0,0,40
2023,136,33,17,13,3,0,0,53
2023,137,6,5,1,0,0,0,7
2023,138,97,83,14,0,0,0,111
2023,139,31,21,5,5,0,0,47
2023,140,55,47,8,0,0,0,63
2023,141,89,76,11,2,0,0,104
2023,142,16,10,5,1,0,0,23
2023,143,18,13,5,0,0,0,23
2023,144,74,57,16,1,0,0,92
2023,145,22,16,3,3,0,0,32
2023,146,50,38,11,1,0,0,63
2023,147,73,52,19,2,0,0,96
2023,148,16,12,3,1,0,0,21
2023,149,28,24,4,0,0,0,32
2023,150,38,26,10,2,0,0,53
2023,151,17,11,6,0,0,0,23
2023,152,6,3,1,2,0,0,13
2023,153,33,23,9,1,0,0,44
2024,1,3,3,0,0,0,0,3
2024,2,19,13,5,1,0,0,26
2024,3,13,8,4,1,0,0,19
2024,4,36,20,14,2,0,0,56
2024,5,5,1,3,1,0,0,10
2024,6,6,4,2,0,0,0,8
2024,7,79,70,8,1,0,0,89
2024,8,18,12,5,1,0,0,25
2024,9,20,14,5,1,0,0,27
2024,10,70,55,14,1,0,0,86
2024,11,21,11,8,2,0,0,33
2024,12,19,9,6,4,0,0,34
2024,13,71,61,8,2,0,0,83
2024,14,18,15,3,0,0,0,21
2024,15,12,7,3,2,0,0,19
2024,16,81,63,18,0,0,0,99
2024,17,11,8,1,2,0,0,16
2024,18,14,10,2,2,0,0,20
2024,19,75,69,6,0,0,0,81
2024,20,13,11,2,0,0,0,15
2024,21,31,22,8,1,0,0,41
2024,22,74,55,18,1,0,0,94
2024,23,12,5,4,3,0,0,22
2024,24,28,19,8,1,0,0,38
2024,25,103,88,15,0,0,0,118
2024,26,11,6,4,1,0,0,17
2024,27,13,7,5,1,0,0,20
2024,28,115,83,32,0,0,0,147
2024,29,15,11,3,1,0,0,20
2024,30,25,13,10,2,0,0,41
2024,31,116,93,20,3,0,0,142
2024,32,11,7,1,3,0,0,18
2024,33,22,13,8,1,0,0,32
2024,34,114,77,31,6,0,0,157
2024,35,0,0,0,0,0,0,0
2024,36,42,30,9,3,0,0,57
2024,37,52,36,15,1,0,0,69
2024,38,45,24,17,4,0,0,70
2024,39,0,0,0,0,0,0,0
2024,40,115,94,19,2,0,0,138
2024,41,32,26,6,0,0,0,38
2024,42,40,17,16,7,0,0,71
2024,43,112,69,36,7,0,0,163
2024,44,10,5,3,2,0,0,17
2024,45,23,16,6,1,0,0,31
2024,46,113,69,36,8,0,0,169
2024,47,14,5,5,4,0,0,29
2024,48,27,11,11,5,0,0,48
2024,49,112,72,30,10,0,0,165
2024,50,14,7,6,1,0,0,22
2024,51,21,16,1,4,0,0,31
2024,52,116,74,35,7,0,0,170
2024,53,9,4,4,1,0,0,15
2024,54,23,13,8,2,0,0,35
2024,55,112,77,30,5,0,0,154
2024,56,14,7,3,4,0,0,27
2024,57,6,4,0,2,0,0,11
2024,58,103,65,31,7,0,0,148
2024,59,8,4,4,0,0,0,12
2024,60,43,23,15,5,0,0,71
2024,61,104,54,40,10,0,0,165
2024,62,5,2,3,0,0,0,8
2024,63,14,4,8,2,0,0,27
2024,64,78,48,24,6,0,0,115
2024,65,4,0,3,1,0,0,9
2024,66,21,11,6,4,0,0,36
2024,67,58,34,22,2,0,0,84
2024,68,13,11,2,0,0,0,15
2024,69,26,13,8,5,0,0,47
2024,70,42,27,10,5,0,0,66
2024,71,26,9,7,10,0,0,58
2024,72,9,2,3,4,0,0,23
2024,73,58,37,18,3,0,0,84
2024,74,5,5,0,0,0,0,5
2024,75,29,17,8,4,0,0,46
2024,76,59,35,17,7,0,0,90
2024,77,15,6,8,1,0,0,25
2024,78,28,13,12,3,0,0,46
2024,79,59,25,27,7,0,0,103
2024,80,10,2,5,3,0,0,22
2024,81,16,8,7,1,0,0,25
2024,82,56,20,25,11,0,0,104
2024,83,10,3,4,3,0,0,21
2024,84,21,9,10,2,0,0,35
2024,85,57,38,12,7,0,0,83
2024,86,0,0,0,0,0,0,0
2024,87,18,5,9,4,0,0,36
2024,88,42,17,17,8,0,0,75
2024,89,6,1,2,3,0,0,18
2024,90,17,6,7,4,0,0,32
2024,91,39,12,14,13,0,0,84
2024,92,12,3,4,5,0,0,29
2024,93,10,4,3,3,0,0,21
2024,94,28,15,10,3,0,0,44
2024,95,11,4,6,1,0,0,19
2024,96,14,3,7,4,0,0,31
2024,97,63,30,24,9,0,0,105
2024,98,16,6,5,5,0,0,36
2024,99,6,3,3,0,0,0,9
2024,100,96,62,28,6,0,0,136
2024,101,8,2,5,1,0,0,15
2024,102,28,15,10,3,0,0,44
2024,103,110,77,26,7,0,0,151
2024,104,15,11,3,1,0,0,22
2024,105,30,23,6,1,0,0,38
2024,106,109,75,28,6,0,0,149
2024,107,0,0,0,0,0,0,0
2024,108,28,13,9,6,0,0,51
2024,109,53,32,13,8,0,0,83
2024,110,41,29,10,2,0,0,55
2024,111,3,1,1,1,0,0,6
2024,112,113,84,25,4,0,0,148
2024,113,25,15,8,2,0,0,38
2024,114,44,24,12,8,0,0,78
2024,115,116,87,20,9,0,0,155
2024,116,10,5,4,1,0,0,17
2024,117,32,21,8,3,0,0,47
2024,118,111,80,23,8,0,0,151
2024,119,33,24,6,3,0,0,45
2024,120,73,41,23,9,0,0,116
2024,121,115,88,25,2,0,0,144
2024,122,29,11,10,8,0,0,60
2024,123,35,21,13,1,0,0,50
2024,124,41,28,10,3,0,0,57
2024,125,0,0,0,0,0,0,0
2024,126,118,91,24,3,0,0,149
2024,127,31,17,11,3,0,0,49
2024,128,64,46,12,6,0,0,92
2024,129,102,73,28,1,0,0,132
2024,130,17,8,8,1,0,0,27
2024,131,21,8,13,0,0,0,34
2024,132,105,77,27,1,0,0,134
2024,133,32,21,8,3,0,0,47
2024,134,62,45,14,3,0,0,82
2024,135,109,78,27,4,0,0,144
2024,136,0,0,0,0,0,0,0
2024,137,23,15,8,0,0,0,31
2024,138,33,19,11,3,0,0,51
2024,139,37,29,8,0,0,0,45
2024,140,1,0,1,0,0,0,2
2024,141,83,60,17,6,0,0,112
2024,142,30,22,3,5,0,0,45
2024,143,61,37,18,6,0,0,92
2024,144,89,62,21,6,0,0,122
2024,145,19,10,8,1,0,0,29
2024,146,24,8,13,3,0,0,43
2024,147,82,56,25,1,0,0,109
2024,148,19,7,9,3,0,0,34
2024,149,51,29,21,1,0,0,74
2024,150,76,46,25,5,0,0,111
2024,151,4,1,2,1,0,0,8
2024,152,31,19,12,0,0,0,43
2024,153,70,42,24,4,0,0,102
2024,154,5,0,3,2,0,0,12
2024,155,23,16,5,2,0,0,33
2024,156,40,30,7,3,0,0,53
2024,157,7,2,4,1,0,0,13
2025,1,19,9,8,2,0,0,31
2025,2,45,26,16,3,0,0,67
2025,3,7,4,3,0,0,0,10
2025,4,6,3,3,0,0,0,9
2025,5,62,35,20,7,0,0,97
2025,6,18,10,8,0,0,0,26
2025,7,21,15,5,1,0,0,28
2025,8,72,44,28,0,0,0,100
2025,9,22,17,5,0,0,0,27
2025,10,32,18,13,1,0,0,47
2025,11,67,42,22,3,0,0,95
2025,12,5,2,3,0,0,0,8
2025,13,37,27,8,2,0,0,51
2025,14,70,45,19,6,0,0,101
2025,15,16,5,10,1,0,0,29
2025,16,13,6,4,3,0,0,23
2025,17,67,46,17,4,0,0,93
2025,18,17,7,5,5,0,0,38
2025,19,41,12,20,9,0,0,88
2025,20,103,45,45,13,0,0,177
2025,21,24,7,7,10,0,0,61
2025,22,35,17,9,9,0,0,74
2025,23,120,66,41,13,0,0,191
2025,24,14,10,4,0,0,0,18
2025,25,27,9,7,11,0,0,58
2025,26,115,58,45,12,0,0,191
2025,27,17,6,9,2,0,0,30
2025,28,25,4,14,7,0,0,56
2025,29,113,55,38,20,0,0,195
2025,30,21,7,10,4,0,0,40
2025,31,31,11,13,7,0,0,62
2025,32,122,77,35,10,0,0,178
2025,33,0,0,0,0,0,0,0
2025,34,27,14,10,3,0,0,43
2025,35,56,19,27,10,0,0,107
2025,36,32,11,15,6,0,0,62
2025,37,7,2,2,3,0,0,16
2025,38,113,60,41,12,0,0,178
2025,39,12,4,8,0,0,0,20
2025,40,23,9,10,4,0,0,41
2025,41,121,71,34,16,0,0,190
2025,42,16,7,7,2,0,0,28
2025,43,22,3,9,10,0,0,56
2025,44,118,58,50,10,0,0,193
2025,45,7,4,2,1,0,0,11
2025,46,25,7,12,6,0,0,54
2025,47,109,50,42,17,0,0,189
2025,48,20,11,7,2,0,0,32
2025,49,15,4,9,2,0,0,28
2025,50,108,45,38,25,0,0,203
2025,51,24,10,10,4,0,0,43
2025,52,7,3,4,0,0,0,11
2025,53,117,51,40,26,0,0,220
2025,54,26,5,13,8,0,0,59
2025,55,8,0,6,2,0,0,18
2025,56,106,42,41,23,0,0,199
2025,57,8,0,2,6,0,0,23
2025,58,39,13,15,11,0,0,81
2025,59,106,27,42,37,0,0,237
2025,60,5,0,2,3,0,0,19
2025,61,17,0,5,12,0,0,50
2025,62,88,34,32,22,0,0,169
2025,63,4,2,1,1,0,0,8
2025,64,21,2,10,9,0,0,55
2025,65,60,19,24,17,0,0,127
2025,66,1,0,0,1,0,0,5
2025,67,21,2,13,6,0,0,50
2025,68,49,28,11,10,0,0,85
2025,69,47,27,14,6,0,0,75
2025,70,6,0,2,4,0,0,18
2025,71,52,18,16,18,0,0,109
2025,72,14,3,7,4,0,0,31
2025,73,15,3,5,7,0,0,37
2025,74,59,11,32,16,0,0,134
2025,75,12,3,5,4,0,0,28
2025,76,25,7,13,5,0,0,51
2025,77,24,8,6,10,0,0,54
2025,78,52,18,23,11,0,0,99
2025,79,5,1,3,1,0,0,12
2025,80,8,4,2,2,0,0,17
2025,81,46,18,18,10,0,0,86
2025,82,2,1,0,1,0,0,5
2025,83,28,10,11,7,0,0,58
2025,84,44,16,20,8,0,0,84
2025,85,6,0,4,2,0,0,16
2025,86,6,1,3,2,0,0,14
2025,87,39,16,16,7,0,0,71
2025,88,1,0,0,1,0,0,4
2025,89,10,6,4,0,0,0,14
2025,90,29,7,16,6,0,0,59
2025,91,2,0,0,2,0,0,6
2025,92,10,1,6,3,0,0,24
2025,93,75,36,26,13,0,0,129
2025,94,14,5,5,4,0,0,27
2025,95,9,5,2,2,0,0,17
2025,96,102,59,31,12,0,0,160
2025,97,10,4,4,2,0,0,19
2025,98,30,14,10,6,0,0,55
2025,99,112,49,50,13,0,0,193
2025,100,15,4,9,2,0,0,29
2025,101,27,8,13,6,0,0,53
2025,102,115,49,53,13,0,0,195
2025,103,0,0,0,0,0,0,0
2025,104,24,11,6,7,0,0,47
2025,105,48,27,16,5,0,0,76
2025,106,38,17,17,4,0,0,63
2025,107,0,0,0,0,0,0,0
2025,108,112,52,52,8,0,0,181
2025,109,27,15,9,3,0,0,48
2025,110,36,17,12,7,0,0,64
2025,111,111,49,54,8,0,0,182
2025,112,21,5,12,4,0,0,42
2025,113,31,13,17,1,0,0,50
2025,114,121,58,48,15,0,0,202
2025,115,40,22,14,4,0,0,62
2025,116,77,36,30,11,0,0,131
2025,117,128,58,54,16,0,0,215
2025,118,4,0,3,1,0,0,9
2025,119,42,20,17,5,0,0,72
2025,120,56,21,23,12,0,0,105
2025,121,45,26,14,5,0,0,70
2025,122,2,0,1,1,0,0,5
2025,123,122,73,42,7,0,0,181
2025,124,30,10,14,6,0,0,59
2025,125,68,42,24,2,0,0,98
2025,126,110,42,63,5,0,0,183
2025,127,10,0,5,5,0,0,25
2025,128,31,19,6,6,0,0,51
2025,129,102,54,44,4,0,0,155
2025,130,32,14,13,5,0,0,57
2025,131,65,42,20,3,0,0,93
2025,132,113,57,49,7,0,0,176
2025,133,0,0,0,0,0,0,0
2025,134,21,8,5,8,0,0,47
2025,135,36,14,15,7,0,0,68
2025,136,46,13,20,13,0,0,95
2025,137,1,0,1,0,0,0,2
2025,138,98,48,37,13,0,0,164
2025,139,32,12,15,5,0,0,59
2025,140,65,35,24,6,0,0,105
2025,141,102,72,26,4,0,0,139
2025,142,16,5,11,0,0,0,27
2025,143,20,9,9,2,0,0,33
2025,144,89,36,39,14,0,0,158
2025,145,31,17,10,4,0,0,50
2025,146,62,29,26,7,0,0,104
2025,147,72,25,42,5,0,0,124
2025,148,8,0,6,2,0,0,19
2025,149,25,5,14,6,0,0,52
2025,150,63,29,28,6,0,0,107
2025,151,18,5,12,1,0,0,32
2025,152,10,2,4,4,0,0,22
2025,153,46,18,23,5,0,0,79
2025,154,29,12,14,3,0,0,50
2026,1,22,7,12,3,0,0,40
2026,2,55,13,36,6,0,0,103
2026,3,13,3,7,3,0,0,28
2026,4,25,9,11,5,0,0,47
2026,5,68,42,22,4,0,0,99
2026,6,17,4,8,5,0,0,35
2026,7,19,7,9,3,0,0,34
2026,8,78,31,36,11,0,0,137
2026,9,24,10,11,3,0,0,43
2026,10,31,11,19,1,0,0,52
2026,11,71,15,47,9,0,0,137
2026,12,8,1,5,2,0,0,19
2026,13,36,15,15,6,0,0,63
2026,14,71,39,28,4,0,0,107
2026,15,12,2,7,3,0,0,26
2026,16,12,3,7,2,0,0,23
2026,17,83,33,43,7,0,0,141
2026,18,25,5,13,7,0,0,59
2026,19,21,5,14,2,0,0,39
2026,20,76,25,44,7,0,0,137
2026,21,22,5,12,5,0,0,47
2026,22,32,19,10,3,0,0,48
2026,23,102,52,39,11,0,0,165
2026,24,17,3,11,3,0,0,34
2026,25,25,10,11,4,0,0,46
2026,26,113,44,54,15,0,0,199
2026,27,16,2,10,4,0,0,38
2026,28,19,2,12,5,0,0,42
2026,29,104,56,38,10,0,0,165
2026,30,20,3,10,7,0,0,45
2026,31,34,18,14,2,0,0,53
2026,32,119,53,55,11,0,0,198
2026,33,14,1,8,5,0,0,36
2026,34,26,10,8,8,0,0,54
2026,35,18,15,1,2,0,0,24
2026,36,119,62,49,8,0,0,186
2026,37,0,0,0,0,0,0,0
2026,38,17,7,8,2,0,0,29
2026,39,45,16,23,6,0,0,85
2026,40,33,13,12,8,0,0,61
2026,41,4,2,1,1,0,0,8
2026,42,104,48,48,8,0,0,168
2026,43,22,6,10,6,0,0,45
2026,44,13,1,11,1,0,0,26
2026,45,108,53,49,6,0,0,171
2026,46,23,17,5,1,0,0,30
2026,47,39,21,16,2,0,0,59
2026,48,109,47,44,18,0,0,193
2026,49,19,9,7,3,0,0,32
2026,50,26,7,9,10,0,0,60
2026,51,110,50,44,16,0,0,193
2026,52,23,10,10,3,0,0,40
2026,53,22,5,14,3,0,0,43
2026,54,101,43,48,10,0,0,172
2026,55,17,6,8,3,0,0,32
2026,56,31,14,13,4,0,0,55
2026,57,100,55,35,10,0,0,161
2026,58,6,2,1,3,0,0,13
2026,59,8,3,2,3,0,0,16
2026,60,75,23,40,12,0,0,141
2026,61,3,1,2,0,0,0,5
2026,62,2,0,1,1,0,0,5
2026,63,48,20,19,9,0,0,86
2026,64,11,2,7,2,0,0,22
2026,65,22,8,11,3,0,0,40
2026,66,60,28,20,12,0,0,111
2026,67,12,5,6,1,0,0,20
2026,68,6,3,3,0,0,0,9
2026,69,11,7,4,0,0,0,15
2026,70,9,6,2,1,0,0,13
2026,71,10,4,5,1,0,0,17
2026,72,13,9,2,2,0,0,19
2026,73,9,2,5,2,0,0,18
2026,74,13,6,5,2,0,0,24
2026,75,15,5,6,4,0,0,31
2026,76,6,1,5,0,0,0,11
2026,77,7,4,3,0,0,0,10
2026,78,22,2,16,4,0,0,47
2026,79,5,3,2,0,0,0,7
2026,80,3,2,1,0,0,0,4
2026,81,25,11,9,5,0,0,45
2026,82,3,1,1,1,0,0,6
2026,83,6,3,3,0,0,0,9
2026,84,28,6,16,6,0,0,57
2026,85,8,4,3,1,0,0,13
2026,86,22,10,8,4,0,0,39
2026,87,36,10,19,7,0,0,70
2026,88,10,4,3,3,0,0,19
2026,89,11,2,6,3,0,0,25
2026,90,46,27,17,2,0,0,68
2026,91,8,2,5,1,0,0,16
2026,92,12,9,1,2,0,0,18
2026,93,8,1,5,2,0,0,18
