source_year,source_round,source_match_id,source_schedule_id,starts_at,home_team,away_team,result,sequence,observed_at,home,draw,away
2010,84,8,32180,2010-10-21 03:45:00,리옹,SL벤피카,HOME,1,,1.8,3.1,3.2
2010,84,31,32196,2010-10-22 04:05:00,잘츠부르,유벤투스,DRAW,0,,3.5,3.15,1.7
2010,84,31,32196,2010-10-22 04:05:00,잘츠부르,유벤투스,DRAW,1,,3.6,3.25,1.65
2010,84,37,32202,2010-10-22 04:05:00,D자그레,클뤼브뤼,DRAW,0,,1.8,3.1,3.2
2010,84,37,32202,2010-10-22 04:05:00,D자그레,클뤼브뤼,DRAW,1,,1.75,3.15,3.3
2010,86,1,32326,2010-10-27 19:00:00,제주SKFC,FC서울,DRAW,0,,2.55,3.1,2.1
2010,86,1,32326,2010-10-27 19:00:00,제주SKFC,FC서울,DRAW,1,,2.75,3.15,1.97
2010,86,4,32322,2010-10-27 19:00:00,부산아이,수원삼성,AWAY,0,,3.1,3.05,1.85
2010,86,4,32322,2010-10-27 19:00:00,부산아이,수원삼성,AWAY,1,,3.3,3.15,1.75
2010,86,9,32327,2010-10-27 19:30:00,강원FC,김천상무,HOME,0,,1.65,3.25,3.6
2010,86,9,32327,2010-10-27 19:30:00,강원FC,김천상무,HOME,1,,1.58,3.35,3.85
2010,86,10,32346,2010-10-28 03:45:00,뉴캐슬U,아스널,AWAY,0,,3.5,3.15,1.7
2010,86,10,32346,2010-10-28 03:45:00,뉴캐슬U,아스널,AWAY,1,,3.7,3.2,1.65
2010,86,12,32344,2010-10-28 04:00:00,에르쿨레,말라가,DRAW,0,,2.0,3.0,2.8
2010,86,12,32344,2010-10-28 04:00:00,에르쿨레,말라가,DRAW,1,,1.9,3.05,2.95
2010,86,13,32345,2010-10-28 04:00:00,마요르카,S히혼,HOME,0,,1.55,3.2,4.3
2010,86,13,32345,2010-10-28 04:00:00,마요르카,S히혼,HOME,1,,1.48,3.3,4.7
2010,87,8,32403,2010-10-30 23:00:00,블랙번,첼시,AWAY,0,,5.7,3.65,1.35
2010,87,8,32403,2010-10-30 23:00:00,블랙번,첼시,AWAY,1,,6.2,3.85,1.3
2010,87,11,32406,2010-10-30 23:00:00,울버햄튼,맨체스C,HOME,0,,4.1,3.25,1.57
2010,87,11,32406,2010-10-30 23:00:00,울버햄튼,맨체스C,HOME,1,,4.3,3.35,1.52
2010,87,45,32429,2010-11-01 01:00:00,볼턴,리버풀,AWAY,0,,2.8,2.9,2.05
2010,87,45,32429,2010-11-01 01:00:00,볼턴,리버풀,AWAY,1,,2.95,2.9,1.98
2010,88,4,32512,2010-11-03 19:00:00,울산HDFC,대구FC,HOME,0,,1.28,4.0,6.3
2010,88,4,32512,2010-11-03 19:00:00,울산HDFC,대구FC,HOME,1,,1.23,4.3,6.9
2010,88,6,32514,2010-11-03 19:00:00,김천상무,전남드래,AWAY,0,,3.5,3.15,1.7
2010,88,6,32514,2010-11-03 19:00:00,김천상무,전남드래,AWAY,1,,3.7,3.25,1.63
2010,88,8,32516,2010-11-03 19:30:00,성남FC,FC서울,AWAY,0,,2.45,2.95,2.25
2010,88,8,32516,2010-11-03 19:30:00,성남FC,FC서울,AWAY,1,,2.6,2.95,2.15
2010,88,15,32523,2010-11-04 04:45:00,AC밀란,레알마드,DRAW,0,,2.9,3.0,1.95
2010,88,15,32523,2010-11-04 04:45:00,AC밀란,레알마드,DRAW,1,,3.1,3.0,1.87
2010,88,17,32525,2010-11-04 04:45:00,SH도네츠,아스널,HOME,0,,2.7,3.0,2.05
2010,88,17,32525,2010-11-04 04:45:00,SH도네츠,아스널,HOME,1,,2.85,3.05,1.95
2010,88,37,32531,2010-11-05 03:00:00,KAA헨트,스포르CP,HOME,0,,2.55,3.0,2.15
2010,88,37,32531,2010-11-05 03:00:00,KAA헨트,스포르CP,HOME,1,,2.7,3.0,2.05
2010,88,43,32542,2010-11-05 03:00:00,C모스크,팔레르모,HOME,0,,1.55,3.3,4.1
2010,88,43,32542,2010-11-05 03:00:00,C모스크,팔레르모,HOME,1,,1.5,3.35,4.4
2010,88,55,32535,2010-11-05 05:05:00,포르투,베식타시,DRAW,0,,1.45,3.45,4.7
2010,88,55,32535,2010-11-05 05:05:00,포르투,베식타시,DRAW,1,,1.4,3.5,5.2
2010,89,4,32572,2010-11-06 21:45:00,볼턴,토트넘,HOME,0,,2.75,2.95,2.05
2010,89,4,32572,2010-11-06 21:45:00,볼턴,토트넘,HOME,1,,2.95,2.95,1.95
2010,89,14,32583,2010-11-07 06:00:00,에스파뇰,말라가,HOME,0,,1.6,3.3,3.8
2010,89,14,32583,2010-11-07 06:00:00,에스파뇰,말라가,HOME,1,,1.55,3.4,4.0
2010,89,25,32638,2010-11-07 15:00:00,강원FC,포항스틸,HOME,0,,3.05,3.1,1.85
2010,89,25,32638,2010-11-07 15:00:00,강원FC,포항스틸,HOME,1,,2.85,3.15,1.92
2010,89,26,32639,2010-11-07 15:00:00,전남드래,대구FC,HOME,0,,1.7,3.35,3.3
2010,89,26,32639,2010-11-07 15:00:00,전남드래,대구FC,HOME,1,,1.8,3.4,2.95
2010,89,30,32643,2010-11-07 15:00:00,김천상무,울산HDFC,AWAY,0,,5.4,3.45,1.4
2010,89,30,32643,2010-11-07 15:00:00,김천상무,울산HDFC,AWAY,1,,5.95,3.55,1.35
2010,89,31,32644,2010-11-07 15:00:00,제주SKFC,인천유나,DRAW,0,,1.35,3.75,5.5
2010,89,31,32644,2010-11-07 15:00:00,제주SKFC,인천유나,DRAW,1,,1.3,3.85,6.2
2010,89,38,32595,2010-11-07 23:00:00,FC 바리,AC밀란,AWAY,0,,3.15,3.0,1.85
2010,89,38,32595,2010-11-07 23:00:00,FC 바리,AC밀란,AWAY,1,,3.25,3.05,1.8
2010,89,40,32596,2010-11-07 23:00:00,라치오,AS로마,AWAY,0,,2.2,2.85,2.6
2010,89,40,32596,2010-11-07 23:00:00,라치오,AS로마,AWAY,1,,2.1,2.85,2.75
2010,90,6,32739,2010-11-10 20:00:00,이란,바레인,HOME,0,,1.6,3.25,3.9
2010,90,6,32739,2010-11-10 20:00:00,이란,바레인,HOME,1,,1.55,3.3,4.1
2010,90,10,32753,2010-11-11 04:45:00,체세나,라치오,HOME,0,,3.25,3.05,1.8
2010,90,10,32753,2010-11-11 04:45:00,체세나,라치오,HOME,1,,3.5,3.15,1.7
2010,90,18,32745,2010-11-11 04:45:00,뉴캐슬U,블랙번,AWAY,0,,1.8,3.1,3.2
2010,90,18,32745,2010-11-11 04:45:00,뉴캐슬U,블랙번,AWAY,1,,1.7,3.15,3.5
2010,90,20,32747,2010-11-11 04:45:00,위건,리버풀,DRAW,0,,3.7,3.2,1.65
2010,90,20,32747,2010-11-11 04:45:00,위건,리버풀,DRAW,1,,3.9,3.25,1.6
2010,91,5,32882,2010-11-13 20:00:00,바레인,투르크메,DRAW,0,,1.5,3.4,4.4
2010,91,5,32882,2010-11-13 20:00:00,바레인,투르크메,DRAW,1,,1.58,3.35,3.85
2010,91,29,32808,2010-11-14 23:00:00,에버턴,아스널,AWAY,0,,2.75,2.95,2.05
2010,91,29,32808,2010-11-14 23:00:00,에버턴,아스널,AWAY,1,,2.9,2.95,1.98
2010,92,5,32955,2010-11-18 01:00:00,슬로바키,보스니아,AWAY,0,,1.8,3.15,3.15
2010,92,5,32955,2010-11-18 01:00:00,슬로바키,보스니아,AWAY,1,,1.7,3.25,3.4
2010,92,7,32928,2010-11-18 02:00:00,아르헨티,브라질,HOME,0,,2.3,3.05,2.35
2010,92,7,32928,2010-11-18 02:00:00,아르헨티,브라질,HOME,1,,2.2,3.05,2.45
2010,92,9,32929,2010-11-18 02:00:00,헝가리,리투아니,HOME,0,,1.6,3.35,3.75
2010,92,9,32929,2010-11-18 02:00:00,헝가리,리투아니,HOME,1,,1.55,3.45,3.9
2010,92,12,32935,2010-11-18 04:30:00,남아공,미국,AWAY,0,,1.93,3.05,2.9
2010,92,12,32935,2010-11-18 04:30:00,남아공,미국,AWAY,1,,1.88,3.1,3.0
2010,92,15,32934,2010-11-18 04:30:00,스웨덴,독일,DRAW,0,,3.15,3.05,1.83
2010,92,15,32934,2010-11-18 04:30:00,스웨덴,독일,DRAW,1,,3.25,3.1,1.78
2010,92,19,32952,2010-11-18 04:30:00,루마니아,이탈리아,DRAW,0,,3.5,3.15,1.7
2010,92,19,32952,2010-11-18 04:30:00,루마니아,이탈리아,DRAW,1,,3.7,3.2,1.65
2010,92,21,32946,2010-11-18 04:45:00,북아일랜,모로코,DRAW,0,,2.0,3.0,2.8
2010,92,21,32946,2010-11-18 04:45:00,북아일랜,모로코,DRAW,1,,1.93,3.05,2.9
2010,93,3,32964,2010-11-21 00:00:00,버밍엄C,첼시,HOME,0,,3.7,3.2,1.65
2010,93,3,32964,2010-11-21 00:00:00,버밍엄C,첼시,HOME,1,,4.0,3.25,1.58
2010,93,9,32988,2010-11-21 02:00:00,비야레알,발렌시아,DRAW,0,,1.92,3.15,2.85
2010,93,9,32988,2010-11-21 02:00:00,비야레알,발렌시아,DRAW,1,,1.85,3.2,2.95
2010,95,1,33072,2010-11-27 21:45:00,A빌라,아스널,AWAY,0,,2.85,3.0,1.98
2010,95,1,33072,2010-11-27 21:45:00,A빌라,아스널,AWAY,1,,2.95,3.0,1.92
2010,95,6,33073,2010-11-28 00:00:00,스토크C,맨체스C,DRAW,0,,2.9,3.0,1.95
2010,95,6,33073,2010-11-28 00:00:00,스토크C,맨체스C,DRAW,1,,3.0,3.1,1.87
2010,95,8,33076,2010-11-28 00:00:00,울버햄튼,선덜랜드,HOME,0,,2.35,2.95,2.35
2010,95,8,33076,2010-11-28 00:00:00,울버햄튼,선덜랜드,HOME,1,,2.45,2.95,2.25
2010,95,9,33097,2010-11-28 02:00:00,삼프도리,AC밀란,DRAW,0,,2.95,2.9,1.98
2010,95,9,33097,2010-11-28 02:00:00,삼프도리,AC밀란,DRAW,1,,3.05,2.95,1.9
2010,95,10,33309,2010-11-28 02:00:00,사라고사,비야레알,AWAY,0,,2.75,3.05,2.0
2010,95,10,33309,2010-11-28 02:00:00,사라고사,비야레알,AWAY,1,,2.9,3.05,1.93
2010,95,27,33080,2010-11-28 22:30:00,뉴캐슬U,첼시,DRAW,0,,3.75,3.15,1.65
2010,95,27,33080,2010-11-28 22:30:00,뉴캐슬U,첼시,DRAW,1,,3.9,3.25,1.6
2010,95,37,33367,2010-11-29 01:00:00,마요르카,말라가,HOME,0,,1.55,3.3,4.1
2010,95,37,33367,2010-11-29 01:00:00,마요르카,말라가,HOME,1,,1.5,3.4,4.4
2010,95,39,33310,2010-11-29 03:00:00,빌바오,오사수나,HOME,0,,1.55,3.3,4.1
2010,95,39,33310,2010-11-29 03:00:00,빌바오,오사수나,HOME,1,,1.5,3.4,4.4
2010,96,3,33448,2010-12-01 19:00:00,제주SKFC,FC서울,DRAW,0,,2.35,2.95,2.35
2010,96,3,33448,2010-12-01 19:00:00,제주SKFC,FC서울,DRAW,1,,2.45,2.95,2.25
2010,96,4,33446,2010-12-02 03:00:00,제니트,안더레흐,HOME,0,,1.7,3.25,3.4
2010,96,4,33446,2010-12-02 03:00:00,제니트,안더레흐,HOME,1,,1.65,3.3,3.55
2010,96,6,33449,2010-12-02 03:30:00,영보이스,슈투트가,HOME,0,,1.9,3.05,2.95
2010,96,6,33449,2010-12-02 03:30:00,영보이스,슈투트가,HOME,1,,1.8,3.15,3.15
2010,96,15,33458,2010-12-02 05:05:00,스포르CP,릴OSC,HOME,0,,2.1,2.95,2.65
2010,96,15,33458,2010-12-02 05:05:00,스포르CP,릴OSC,HOME,1,,2.0,3.0,2.8
2010,96,16,33459,2010-12-02 05:05:00,KAA헨트,렙스키,HOME,0,,1.72,3.25,3.3
2010,96,16,33459,2010-12-02 05:05:00,KAA헨트,렙스키,HOME,1,,1.65,3.3,3.55
2010,97,5,33382,2010-12-05 00:00:00,버밍엄C,토트넘,DRAW,0,,2.85,2.95,2.0
2010,97,5,33382,2010-12-05 00:00:00,버밍엄C,토트넘,DRAW,1,,3.0,3.0,1.9
2010,97,6,33384,2010-12-05 00:00:00,블랙번,울버햄튼,HOME,0,,1.62,3.1,4.0
2010,97,6,33384,2010-12-05 00:00:00,블랙번,울버햄튼,HOME,1,,1.55,3.15,4.4
2010,97,11,33391,2010-12-05 02:00:00,레반테,AT마드,HOME,0,,3.45,3.2,1.7
2010,97,11,33391,2010-12-05 02:00:00,레반테,AT마드,HOME,1,,3.7,3.3,1.62
2010,97,22,33505,2010-12-05 14:00:00,FC서울,제주SKFC,HOME,0,,1.63,3.1,3.95
2010,97,22,33505,2010-12-05 14:00:00,FC서울,제주SKFC,HOME,1,,1.55,3.15,4.4
2010,97,35,33398,2010-12-06 03:00:00,비야레알,세비야,HOME,0,,1.7,3.2,3.45
2010,97,35,33398,2010-12-06 03:00:00,비야레알,세비야,HOME,1,,1.62,3.3,3.7
2010,98,14,33514,2010-12-09 04:45:00,AC밀란,아약스,AWAY,0,,1.75,3.15,3.3
2010,98,14,33514,2010-12-09 04:45:00,AC밀란,아약스,AWAY,1,,1.7,3.2,3.45
2010,99,9,33775,2010-12-12 01:00:00,U알와흐,성남FC,AWAY,0,,2.95,3.05,1.9
2010,99,9,33775,2010-12-12 01:00:00,U알와흐,성남FC,AWAY,1,,3.15,3.15,1.8
2010,99,13,33551,2010-12-12 02:30:00,뉴캐슬U,리버풀,HOME,0,,3.15,3.1,1.82
2010,99,13,33551,2010-12-12 02:30:00,뉴캐슬U,리버풀,HOME,1,,3.3,3.15,1.75
2010,99,15,33539,2010-12-12 04:45:00,제노아,나폴리,AWAY,0,,2.0,2.95,2.85
2010,99,15,33539,2010-12-12 04:45:00,제노아,나폴리,AWAY,1,,1.9,3.0,3.0
2010,99,29,33542,2010-12-12 23:00:00,브레시아,삼프도리,HOME,0,,2.65,2.85,2.15
2010,99,29,33542,2010-12-12 23:00:00,브레시아,삼프도리,HOME,1,,2.95,2.85,2.0
2010,99,35,33669,2010-12-13 01:00:00,에르쿨레,말라가,HOME,0,,1.9,3.15,2.9
2010,99,35,33669,2010-12-13 01:00:00,에르쿨레,말라가,HOME,1,,1.82,3.2,3.05
2010,100,5,33684,2010-12-16 03:00:00,D자그레,PAOK,AWAY,0,,1.8,3.1,3.2
2010,100,5,33684,2010-12-16 03:00:00,D자그레,PAOK,AWAY,1,,1.73,3.15,3.4
2010,100,10,33688,2010-12-16 05:05:00,카르파티,PSG,DRAW,0,,3.2,3.15,1.78
2010,100,10,33688,2010-12-16 05:05:00,카르파티,PSG,DRAW,1,,3.35,3.2,1.73
2010,101,14,33715,2010-12-19 02:00:00,데포라코,S히혼,DRAW,0,,1.63,3.15,3.85
2010,101,14,33715,2010-12-19 02:00:00,데포라코,S히혼,DRAW,1,,1.58,3.2,4.1
2010,101,28,33726,2010-12-19 20:30:00,라치오,우디네세,HOME,0,,1.67,3.1,3.7
2010,101,28,33726,2010-12-19 20:30:00,라치오,우디네세,HOME,1,,1.62,3.15,3.9
2010,101,31,33729,2010-12-19 23:00:00,FC 바리,팔레르모,DRAW,0,,2.75,2.95,2.05
2010,101,31,33729,2010-12-19 23:00:00,FC 바리,팔레르모,DRAW,1,,2.9,3.0,1.95
2010,101,38,33720,2010-12-20 01:00:00,오사수나,사라고사,DRAW,0,,1.7,3.15,3.5
2010,101,38,33720,2010-12-20 01:00:00,오사수나,사라고사,DRAW,1,,1.63,3.2,3.8
2010,103,13,33852,2010-12-27 00:00:00,볼턴,웨스브로,HOME,0,,1.68,3.15,3.6
2010,103,13,33852,2010-12-27 00:00:00,볼턴,웨스브로,HOME,1,,1.63,3.2,3.8
2010,103,16,33856,2010-12-27 00:00:00,뉴캐슬U,맨체스C,AWAY,0,,2.95,3.05,1.9
2010,103,16,33856,2010-12-27 00:00:00,뉴캐슬U,맨체스C,AWAY,1,,3.1,3.15,1.82
2010,103,17,33857,2010-12-27 00:00:00,울버햄튼,위건,AWAY,0,,1.78,3.05,3.3
2010,103,17,33857,2010-12-27 00:00:00,울버햄튼,위건,AWAY,1,,1.73,3.1,3.45
2010,103,18,33859,2010-12-27 02:30:00,A빌라,토트넘,AWAY,0,,2.6,2.95,2.15
2010,103,18,33859,2010-12-27 02:30:00,A빌라,토트넘,AWAY,1,,2.75,2.95,2.05
2010,104,19,34000,2010-12-30 18:50:00,시리아,한국,AWAY,0,,3.7,3.0,1.7
2010,104,19,34000,2010-12-30 18:50:00,시리아,한국,AWAY,1,,4.0,3.1,1.62
